,distribution,alpha,gamma
95,"[  4.45398093e+00   1.77932306e+00   1.31328594e+00   4.59097902e-01
   9.94427462e-01   3.06470088e-01   1.69098344e-01   6.32312725e-02
   5.95320212e-02   6.46181581e-01   2.77194063e+00   9.62517039e-02
   8.04083676e-01   4.62055543e-01   9.38823687e-01   4.98696916e-01
   3.08601930e+00   8.33626159e-01   1.61432010e+00   3.54524163e-01
   8.45970432e-01   1.47509575e-01   4.54402537e-01   8.54838401e-01
   2.32794299e+00   3.84869813e-01   3.68952821e-03   1.11141586e+00
   1.56823150e+00   7.80815284e+00   1.92575820e-01   1.86520357e+00
   2.88561432e-01   6.18686832e-01   1.04828295e+00   4.03701972e-01
   2.41021549e+00   2.32842748e+00   8.73069091e-01   1.51120213e+00
   5.31127357e-01   5.76838899e-02   1.31360136e+00   5.33728796e-01
   1.60631012e+00   4.64262345e-01   5.85198672e-01   3.63219591e+00
   2.08639460e-01   9.65170075e-01   1.35503293e+00   1.16816522e-01
   2.07157537e-01   3.07645123e-02   6.24504763e-01   1.12046273e+00
   1.05529068e+00   9.18276845e-01   4.07750014e-02   8.85839192e-01
   2.78112745e+00   9.26535141e-02   5.15778937e-01   1.92684515e+00
   1.26937442e+00   6.40436773e-01   5.18622026e-01   7.36314820e-01
   3.35549496e-01   1.79617457e+00   1.46136912e+00   3.55536054e-01
   9.74234545e-01   7.35842742e-01   1.31959907e+00   6.38848845e-02
   5.66219402e-01   3.21185968e-01   1.56324137e+00   1.10192284e+00
   1.11339915e+00   1.81040834e-01   3.69781891e-01   4.93528954e-01
   5.05731090e-01   1.80848361e+00   3.67986790e-01   1.60303300e-01
   1.05127433e+00   4.39550582e-01   1.14777625e-01   1.86021622e+00
   7.86378136e-01   2.63612709e-01   9.53914590e-01   2.00225653e+00
   6.68760093e-01   1.00874211e-02   5.13029714e-01   2.25521384e+00]",0.8999999999999999,3.0
96,"[  2.15020491e+00   2.23264555e+00   1.67755350e-01   9.75525308e-01
   1.74398628e+00   1.69883793e+00   1.06986100e+00   4.14387981e-01
   1.85413924e+00   9.71687307e-02   1.63210979e+00   1.10603732e+00
   3.93237002e-01   9.66656642e-01   9.47001955e-01   1.75070592e+00
   1.97773086e-01   2.46040426e+00   5.80645128e-02   5.72623941e-02
   5.83666020e-01   6.48201641e-01   4.01017544e-01   2.29396148e+00
   1.85260793e+00   8.99634323e-01   5.23338404e-01   1.38379758e+00
   4.11854271e-02   1.52190106e+00   1.21190048e-01   1.98265770e-01
   5.86181444e-01   1.61072670e+00   2.00262819e+00   1.92422220e+00
   2.83722082e-01   2.29591522e-01   6.55235761e-02   6.07316344e-01
   1.42390685e+00   6.02980204e-01   9.17827491e-01   9.78087591e-01
   1.21051427e+00   1.70458761e+00   6.18072672e-02   2.28457254e+00
   1.72013113e+00   1.66876224e+00   3.05303052e-01   2.99238528e-01
   3.31997341e-01   2.30842542e-01   1.71498847e+00   8.30627270e-01
   3.77540554e-01   7.88769092e-01   3.93155933e-01   1.47187924e-01
   5.51678668e-01   9.77511985e-01   6.14521330e+00   1.82321310e+00
   7.96511469e-01   1.32082157e+00   1.08174976e+00   5.26687681e-01
   2.99412866e-01   1.05769539e-03   4.07419620e-01   3.29317888e-01
   1.09986886e-03   1.88042510e-01   2.81147656e-01   1.93045334e+00
   1.13478715e-01   3.25418903e-01   7.10786446e-01   1.12208817e+00
   1.21075288e-01   3.10338426e-01   1.01626399e+00   1.49274199e+00
   3.24691773e-01   2.40409041e-01   2.84544968e+00   8.98136864e-01
   7.55063633e-01   7.42635307e-01   6.95357047e-01   1.81465673e+00
   4.17071348e+00   1.30826027e+00   1.05430293e-01   1.19065679e-01
   2.72542925e+00   2.33235394e+00   3.01943838e-02   1.27334939e+00]",0.8999999999999999,3.2
97,"[ 0.15327331  1.03191222  1.72895121  1.10313642  1.28389668  0.31259479
  0.99984977  1.10362646  0.55039832  0.37437099  0.46482993  1.02266442
  0.46924923  1.47828055  0.30133147  1.02810607  1.5886444   1.26952107
  1.02211642  0.01379742  0.11975573  2.70480132  1.0742116   0.31387044
  0.03278943  1.89701205  0.29364006  0.30091564  0.93769511  0.83310942
  1.34108008  2.36897724  1.43034396  0.67876548  1.20096268  0.94152791
  1.91509577  0.13235995  2.16923577  0.92384266  0.40218631  0.05649746
  0.46201003  0.11167854  3.07750339  2.80512868  2.56170217  1.06787884
  1.14815213  0.17644869  0.13940852  0.38984838  0.14370026  0.16586621
  0.10751322  0.21447293  1.32103957  1.40732568  2.9076961   0.12556444
  0.10327708  0.01717489  0.2006966   0.2810461   1.03964242  1.21809432
  2.46360014  2.11435188  0.69467211  0.58398382  3.30927998  0.50230415
  0.47896602  0.0314631   1.58883886  1.91316877  0.72680712  1.39822005
  0.30662799  0.42732312  0.40294728  1.53530327  0.85182785  0.0081962
  0.92859019  2.09483347  0.76407136  1.0336571   2.85853091  0.49350311
  0.45420841  1.50611927  0.2029494   1.17600899  0.97009007  1.04694385
  1.20499413  0.47521687  4.17983966  0.71046505]",0.8999999999999999,3.4000000000000004
98,"[ 0.78844617  1.26062011  1.18121728  3.63881842  0.58170046  0.8121128
  0.46888932  0.01770774  0.89589742  1.47036176  0.15005236  0.05480029
  0.12162964  3.86435747  0.36864847  0.23041215  0.02093397  0.3793904
  0.75034362  1.57134813  2.22015608  0.01913626  0.4504359   0.04725867
  0.35923536  1.35323422  1.88832727  1.18787554  0.71643781  0.22786328
  0.3867177   0.62342561  1.65930941  2.82799326  4.0452608   0.94803593
  1.40935381  0.07676865  2.65428574  1.11964907  2.22090564  0.40169095
  0.24815889  3.11590936  1.40240697  0.85579603  0.53496327  0.45872401
  1.32385065  0.20688838  1.83926933  0.76930455  3.54539311  0.3954664
  0.04026951  1.01252303  0.40698658  0.1040953   0.26193105  0.06897542
  0.93242064  0.03013291  0.86855652  0.15312757  0.12677501  0.59072786
  0.3838267   0.33735016  1.11687687  0.50894807  1.31413569  1.04720041
  0.06930003  0.5166988   2.50210191  0.03731294  1.87588459  0.56979293
  0.81484181  0.43089324  0.98751666  1.0451255   2.89180049  0.20876338
  0.26327137  1.79079183  0.26388745  1.07026207  0.3275943   0.32120454
  1.01821579  0.37039737  1.46376134  0.45837225  2.39307527  3.89197866
  0.90224644  2.97879697  0.51023099  0.55384589]",0.8999999999999999,3.6
99,"[ 0.67563022  0.01072206  1.88945862  0.56771909  0.4851263   2.76928028
  3.35492641  0.25687073  0.3919417   0.11568046  0.53522444  2.99062582
  1.45992096  0.33501454  0.98908661  0.69363465  0.09847907  0.45686265
  2.25224203  0.8696109   0.48046817  0.56998055  0.29488668  2.02645745
  1.23548642  0.00944197  2.50931688  2.82377145  1.69069245  3.30142176
  0.32506334  0.88577623  0.6442337   0.95745778  2.14430366  0.18405884
  0.52204585  0.68806851  2.5999698   0.44365111  2.80988952  0.24589891
  1.28037382  0.4078309   3.26977545  0.50142223  0.15107712  1.25364229
  2.09986045  1.77836975  1.32168244  2.10105579  0.07730527  1.04512137
  0.31776015  0.93292579  0.59152204  2.68922833  0.89678821  0.20549701
  3.48487197  1.82288235  2.76261246  0.09451357  1.4444176   0.24977795
  0.44849701  0.29939792  0.02409985  0.63185337  1.26395535  0.06013578
  0.7467469   0.52447108  0.4118448   0.2964161   1.13774429  0.07801441
  0.17918923  1.47304356  0.17256745  0.76211718  0.69733287  0.16136684
  2.76951007  0.86463624  0.3516853   1.5805584   0.21917138  0.25611273
  0.35407633  0.25668889  1.31144648  0.88562466  0.03994434  1.11999919
  0.01722628  0.06526096  0.13252816  1.03602371]",0.8999999999999999,3.8000000000000003
100,"[  1.67082563e-01   1.06215333e+00   6.81892552e+00   4.85521891e-01
   5.24651089e-02   6.25499897e-01   9.23196025e-02   3.29406763e+00
   5.02353417e-01   1.70002881e+00   1.62447567e+00   1.39254948e+00
   1.43615816e+00   5.22525897e-01   5.05056571e-01   2.01301605e-01
   1.44472945e-01   3.90560612e-01   2.12504467e+00   3.65116622e-01
   1.01720628e+00   9.26585351e-01   3.43345330e-01   6.66236438e-03
   7.18517021e-01   1.12300808e-01   3.74791357e-02   2.26106527e+00
   1.76834595e-01   5.43733035e+00   1.20768445e+00   4.16910455e-01
   9.70160974e+00   6.91606187e-02   9.81307844e-01   1.24276414e+00
   6.45588920e-02   9.57746453e-01   6.90957474e-01   8.62526968e-02
   8.71289898e-01   8.54024610e-02   6.83277702e-01   4.50034123e-01
   1.18122008e+00   2.58560639e-02   1.69551481e-01   1.28228529e-01
   3.52635633e+00   1.37972974e+00   7.98652147e-02   2.96340442e-01
   2.64256961e-01   1.69104971e+00   1.25589756e-03   2.51701789e-01
   1.31558536e-01   2.73150751e-01   3.11155654e-04   7.92912433e+00
   2.68678878e-02   6.79681363e-02   1.51018156e-01   1.63343875e-01
   2.99491972e+00   9.09340944e-02   1.00031356e+00   1.66304925e+00
   3.36790485e-01   7.32569754e-01   2.37145044e-01   4.48694443e-01
   4.26954384e-01   5.45897502e-01   5.70454006e-01   4.69236745e-01
   7.22189024e-01   6.53241082e-01   3.90754609e-01   3.85814263e-02
   3.02561348e+00   2.71824296e+00   1.75179345e-01   8.35144761e-02
   3.89018754e-01   6.02229372e-01   3.12166934e-01   2.19120738e+00
   7.23679605e-01   2.77753327e+00   4.79126211e-01   1.70245537e-01
   5.79114420e-01   6.17695272e-01   8.11976596e-01   3.92358552e-01
   8.77565055e-03   4.82572955e-01   1.16314471e+00   1.18216086e+00]",0.9999999999999999,0.0
101,"[ 0.46987666  1.87576138  0.60579212  1.15667501  0.06248155  0.26966546
  1.36658975  0.94694918  0.46125901  0.37328418  0.45729385  0.01912951
  0.09571535  0.71280282  0.24756557  0.55887731  0.08769213  1.44555914
  1.97611054  0.29510973  0.04733623  0.46331123  0.60701217  0.41292376
  0.15098624  1.18201057  0.39787189  0.20066241  0.14543338  0.52960981
  0.60237984  1.442989    3.62755468  1.37147601  0.05999593  1.33529682
  1.1162372   2.12322844  4.03713706  0.49130846  1.10954605  1.58007159
  0.15650517  0.80694962  1.17985959  1.02795737  3.04450488  2.16272688
  0.26204245  0.38300935  2.57555192  0.50692685  1.8827627   0.48440945
  1.98319388  0.4619212   4.15343928  0.58230041  0.45282342  0.31328686
  0.17181383  1.01724577  1.26515969  2.06164297  2.51320043  0.53998276
  2.10597788  0.03183885  0.2401543   0.55000029  0.81191637  0.19404287
  0.60071107  3.29708867  1.22829235  0.40664125  0.18953895  1.10462264
  2.14889326  1.04172081  4.33544951  0.01534504  0.19922333  0.61759957
  4.0179838   0.68360096  0.79009155  0.74802774  1.51794682  0.34329765
  1.0136304   0.98855816  0.05519381  0.41849391  1.46560499  0.38735364
  0.20018728  0.01928616  1.25403156  0.46986881]",0.9999999999999999,0.2
102,"[ 1.75145694  0.33480486  0.00756645  0.27262363  0.26016129  1.91994967
  0.52072816  0.52809274  3.10268207  3.05919776  0.56102506  0.16135003
  1.20945926  0.23650416  2.20067659  0.22997624  1.0897588   2.86103196
  0.73369797  0.55722368  0.77196547  0.97003521  2.11621798  0.78694692
  0.93049972  0.97817154  1.85163119  0.08388747  0.21640652  1.1398981
  0.61867154  0.49759707  1.03851203  2.25599758  2.54706034  0.55163409
  0.97921504  1.76335282  0.59601868  0.55831473  0.40710416  1.86228219
  0.68040506  1.58760006  1.97114501  0.08429911  1.96177306  2.4254115
  0.36421995  0.76287039  0.98839104  0.61783257  1.73724744  0.15270479
  0.4996415   2.74453269  1.03662664  0.41863032  1.1164131   1.69568377
  1.12568457  0.44945347  0.07348034  0.17431604  0.38727032  0.13721381
  0.12736692  0.01994877  0.10684195  0.71985621  0.13265772  2.80622767
  0.53271107  0.3910198   0.87722432  1.27330129  1.43207887  1.07331409
  0.24577152  1.54789108  0.50512121  0.02280599  1.91217679  0.50119516
  0.22128031  0.04039449  2.5451517   0.47813361  0.8529586   0.45957545
  4.26991445  0.82517057  1.68711911  0.07959231  2.10761309  0.75519964
  0.54965222  2.07305517  0.11448253  0.40096203]",0.9999999999999999,0.4
103,"[  4.27540383e-02   1.94000015e+00   4.76858724e-01   1.34286458e+00
   2.27043209e+00   1.03816066e-01   1.36871573e+00   1.67068468e-01
   7.57592593e-01   7.39108651e-01   9.28890403e-02   1.38616178e+00
   7.76133687e-01   4.64685448e-01   1.14367434e+00   1.62372732e+00
   2.44586981e+00   1.78991821e+00   9.25189412e-01   1.42754190e+00
   1.07118126e-01   8.63768856e-02   1.62113035e+00   6.66888430e-02
   7.21929052e-01   1.76334931e+00   2.22679217e+00   2.14143922e+00
   1.10827867e+00   2.07626173e+00   8.17892769e-01   3.08743583e+00
   2.23292997e+00   2.06902232e-01   6.14949585e+00   8.78654749e-02
   5.63557166e-01   4.00652164e-01   1.60883101e-01   5.93628149e-01
   5.13945282e-01   5.12742361e-01   1.93118956e+00   2.28617474e-01
   2.30022798e-01   1.14109781e-01   1.24183838e+00   6.49218575e-01
   6.50872567e-02   8.39542032e-01   3.40049889e-01   4.04789485e-01
   2.98318225e-01   4.18420127e-01   4.50340897e-01   2.75926796e-01
   2.54451772e+00   4.69263976e+00   1.90960999e-01   4.55092087e-01
   7.57061129e-02   2.33894911e-01   5.65009006e-01   3.51964393e-01
   9.11131733e-04   6.43679312e-01   3.50005130e-01   4.43753338e-01
   8.44977907e-01   6.33145816e-02   9.32606001e-01   2.51121160e-01
   1.85584594e-01   1.11157679e+00   1.27288104e-01   1.39801955e+00
   9.75250031e-01   8.66504034e-01   2.30746212e+00   9.27821366e-02
   7.98696170e-02   2.24608258e-01   1.04909668e-02   1.24771916e+00
   5.51557901e-01   1.69135529e+00   1.76245417e-01   1.69497142e+00
   4.57275985e+00   2.09419825e-01   8.90808057e-01   2.82684646e-01
   2.01825437e+00   2.81163940e+00   6.04465439e-01   3.56331480e+00
   7.42089643e-01   3.11695247e-01   8.98702477e-01   1.69295929e+00]",0.9999999999999999,0.6000000000000001
104,"[ 0.19935938  0.23287096  3.17512348  0.79701573  0.39792167  0.80540787
  0.60618802  0.13582365  0.12744661  1.64100748  0.86012894  0.20187144
  1.40697471  0.37665385  0.03345417  0.25474505  1.35327713  1.89647366
  0.57397338  0.17664056  0.10548169  0.85303892  1.92526968  2.35748649
  0.16500706  2.45190516  0.25322484  0.63096708  0.89117596  4.04334611
  0.23516148  0.38774624  0.41714565  0.46909144  1.78007422  0.75386965
  0.83639417  0.42012929  0.13934007  0.67627353  0.73218809  0.04614299
  0.59246696  0.27386193  0.33095999  0.52912017  0.44312092  0.23676728
  7.3414317   2.44783156  0.93738069  2.00327571  0.16088313  0.2204779
  0.99132844  2.47634081  2.3271764   1.08506279  0.89251453  0.78497493
  1.54468027  1.97687915  2.83912444  1.32873157  0.8110821   0.95482898
  0.94232682  0.08877845  0.85372781  1.56274919  0.34069066  0.87936697
  0.11558604  0.62006904  0.25351899  1.07228621  0.25665724  1.66694669
  0.30994973  0.06373628  0.99270626  0.65382775  0.05189726  2.88433401
  2.50946993  2.21192594  0.14764827  2.37931148  0.60050205  1.43472832
  0.20744081  2.20796463  0.15510454  0.48821071  0.44821358  0.42009019
  2.00739213  1.29816958  0.16483995  0.35671255]",0.9999999999999999,0.8
105,"[ 0.60843272  2.23555234  1.89296416  0.01692836  1.16035701  1.86561283
  0.77529216  1.56203849  0.3055762   3.30932002  0.62036413  0.18147645
  0.46997151  0.61139375  0.26749127  0.12198622  0.47060518  2.17545488
  0.783772    1.03868598  0.3762849   0.08161864  1.26251905  0.47557648
  0.93646128  0.12721926  2.5122729   0.96288695  0.02198074  0.85063268
  0.80931138  0.19394282  0.59401344  0.30805371  0.26873553  2.77667063
  1.29840157  2.59823754  1.34055856  0.52870901  2.22786675  0.08721717
  0.21561722  0.65482389  0.04118504  0.94379542  1.46656489  1.49311809
  0.15562122  1.21490202  3.49545222  1.30344089  6.17677545  0.25349202
  1.18883346  0.26380752  2.65747163  0.49270442  0.10607702  0.53237919
  0.36053576  3.18140237  0.62904445  0.87876638  1.36306556  0.51580357
  0.66151246  1.09084291  4.76446197  0.52698662  0.87688571  0.50318876
  1.0534329   0.34545688  0.35937243  1.90281216  1.11232872  0.22186367
  1.86736316  1.53657029  0.67167368  0.08603077  0.46286438  1.75625432
  0.06850538  1.76026251  0.70264151  0.86420877  0.61993132  0.27280282
  0.18230714  0.56961543  0.17440085  1.15644963  0.11806808  0.79782913
  0.67508705  0.0217712   1.37835312  0.14073792]",0.9999999999999999,1.0
106,"[  4.28125949e-01   1.72422379e+00   7.16370411e-02   3.17189844e+00
   1.54954770e+00   8.95602677e-01   1.39300994e+00   6.38666772e-01
   9.52385392e-01   4.60332291e-01   9.72824570e-01   2.29413978e+00
   5.70079179e-01   2.89962961e+00   3.92119632e+00   1.64282269e+00
   1.45165647e+00   3.06936699e-01   2.29689490e-02   8.76523120e-01
   2.40898069e-01   7.09332668e-01   2.76621177e-02   3.46679408e-01
   1.06786863e+00   7.28439721e-02   1.13019053e+00   2.90521577e-02
   1.10747980e+00   1.22486696e+00   6.66693464e-01   2.48860155e+00
   3.61488716e-01   7.44109067e-02   6.11923804e-02   7.55950960e-01
   5.28028466e-01   3.09860586e-01   9.85638007e-01   4.66164287e-01
   8.76793509e-01   1.22343994e-01   2.41519761e-02   1.82291400e-01
   5.14049088e+00   3.91577201e-01   9.35623421e-01   2.68524158e-01
   3.75265946e-01   1.68962631e+00   2.05121624e-01   1.16639777e+00
   4.56853310e+00   2.13899736e-01   6.98598990e-01   3.78077536e+00
   7.16381438e-01   2.51890906e-01   6.01548810e-01   2.23126973e-02
   1.29814361e+00   1.61701152e+00   2.00932149e+00   8.18609635e-01
   4.23183359e-01   1.93498879e+00   1.01999413e+00   1.10404771e+00
   1.49443252e+00   8.14315600e-01   9.02136096e-03   1.07444277e+00
   6.69786318e-02   6.47534859e-01   5.94633326e-01   1.56768463e+00
   1.24603415e-01   3.47043501e+00   1.07097586e+00   4.60569199e-01
   3.74775738e-01   1.01924103e+00   2.67796254e-01   1.33902519e+00
   9.96254792e-01   3.15205225e+00   4.31310511e-01   8.38503095e-01
   1.04933165e-01   3.31811617e-03   9.16790675e-02   1.75241045e-01
   9.83799525e-01   5.30256305e-02   2.73223719e-01   4.25448573e-01
   2.61358222e+00   3.23666935e+00   2.35986076e-01   6.31946984e-01]",0.9999999999999999,1.2000000000000002
107,"[  2.09334199e-01   1.68186813e+00   1.96901386e+00   5.47305219e-01
   3.60513790e+00   3.39316650e-01   8.28354162e-02   7.04167170e-01
   4.78521534e-01   3.02571045e-01   2.13667494e-01   1.33148050e+00
   5.47029318e-02   2.28109380e+00   1.50590132e+00   1.81789348e+00
   1.88263987e-01   3.97042039e-01   9.02082781e-01   4.10197247e+00
   3.00335075e+00   2.27382062e-01   1.31479447e+00   2.30171273e+00
   9.41520950e-01   4.97566716e-01   4.41655107e-01   2.64715194e-01
   5.06531898e-01   3.49554602e-01   3.80514396e-01   2.76103244e-01
   4.34481982e-01   4.77174805e+00   2.88458700e+00   5.82805297e-01
   1.49936776e+00   2.49375894e+00   3.63288302e+00   1.41594870e-01
   8.58729411e-01   1.33343377e+00   1.94783441e-01   2.35532566e+00
   1.31593800e+00   5.80944911e-01   2.90470612e+00   1.42370517e-01
   1.76682559e+00   1.30991481e+00   2.54359784e-02   1.45369354e+00
   2.57729117e-01   7.19152028e-01   2.02474171e+00   2.17088266e+00
   5.74068767e-01   5.88963318e-01   6.99557177e-01   1.94045179e-01
   1.26620495e+00   4.31093049e-01   1.33272469e-01   2.98214449e-01
   8.49154311e-02   1.29677332e+00   4.40577473e-03   2.54771696e-01
   7.37225787e-02   1.98405464e-01   1.26548488e-01   4.70399066e+00
   7.44255889e-01   1.17089580e-01   3.35402384e-01   9.78111924e-01
   5.64154959e-01   7.13208236e-01   6.60581289e-01   1.09225748e+00
   4.77106767e-01   7.86970995e-01   3.04371724e+00   2.64645494e-01
   1.87052367e-01   6.72840987e-01   4.70589680e-02   2.00228380e+00
   7.91309336e-01   3.55563484e-01   7.24374939e-02   2.68159122e-01
   5.66592185e-02   9.85289240e-01   1.27249321e-01   3.43334108e-01
   1.15224974e-01   1.01764022e+00   2.80942850e+00   3.66605606e-01]",0.9999999999999999,1.4000000000000001
